feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,label
3.0,0.57735026,0.48074985,0.41524366,0.38997695,0.37204105,21.0,57.0,36.0,36.666668,13.555555,21.0,11.0,79.0,68.0,34.333332,29.777779,11.0,44.955914,138.90547,93.949554,85.50046,35.60334,44.955914,1193.0,1814.0,621.0,1406.1333,271.9111,1193.0,3.0,14.0,11.0,6.6666665,4.888889,3.0,4.0,6.0,2.0,4.6666665,0.8888889,4.0,120.0,207.0,87.0,165.66667,30.444445,120.0,1.1,2.01,0.91,1.49,0.34666666,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666667,0.8888889,0.0,1.0,10.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,6.6666665,4.888889,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333334,1.7777778,0.0,0.0,9.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,7.3333335,2.2222223,4.0,22.235,36.8975,14.6625,27.379168,6.345556,22.235,0.0,0.383,0.383,0.12766667,0.17022222,0.0,0.0,6.35e-06,6.35e-06,2.1166666e-06,2.8222223e-06,0.0,194.0,225.0,31.0,204.33333,13.777778,194.0,2.0,0.6666667,4.0,0.0,0.0,0.18700068,0.03377741,0.2792588,-6.015687,-0.011874136,0.0,25.7398,-0.71985537
3.0,0.66332495,0.6144634,0.6009844,0.60007834,0.60000205,5.0,45.0,40.0,32.2,15.36,45.0,11.0,72.0,61.0,52.0,16.4,59.0,10.811,102.9055,92.0945,72.89668,36.010582,102.9055,1814.0,2348.0,534.0,2174.6,144.24,2237.0,3.0,13.0,10.0,8.6,2.24,9.0,2.0,5.0,3.0,4.2,0.96,5.0,84.0,170.0,86.0,136.0,20.8,142.0,1.36,2.28,0.92,2.048,0.2784,2.28,1.0,2.0,1.0,1.4,0.48,1.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,8.0,8.0,5.0,3.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.6,2.88,9.0,0.0,1.0,1.0,0.6,0.48,1.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,9.0,9.0,3.0,2.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.6,1.92,3.0,7.1725,22.235,15.0625,14.0655,3.2678,13.64,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.032e-06,0.0,166.0,225.0,59.0,207.0,21.6,225.0,1.4,0.2,5.0,0.0,0.0,0.19071165,0.028967757,0.0037557,-7.722532,-0.10824695,0.0,14.0349,-0.7596219
3.0,0.66332495,0.6144634,0.6009844,0.60007834,0.60000205,28.0,39.0,11.0,32.6,2.56,32.0,12.0,79.0,67.0,62.0,20.4,79.0,58.6934,88.90585,30.21245,73.10385,6.3208,72.64,1211.4,1799.0,587.6,1432.24,265.008,1211.4,3.0,14.0,11.0,11.0,3.6,14.0,4.0,5.0,1.0,4.2,0.32,4.0,120.0,190.0,70.0,134.8,22.08,120.0,1.22,2.01,0.79,1.832,0.2448,2.01,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.2,0.96,2.0,1.0,10.0,9.0,7.8,2.72,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,11.0,3.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.6,1.76,4.0,10.32,32.365,22.045,22.34,4.808,23.005,0.0,0.383,0.383,0.2298,0.18384,0.383,0.0,0.5953947,0.5953947,0.11907894,0.1905263,0.0,194.0,225.0,31.0,218.8,9.92,225.0,2.0,1.2,7.8,0.0,0.0,0.1444622,0.022123665,-0.00037629,-5.76219,-0.015655711,0.0,18.2369,-0.5817664
3.0,0.61237246,0.5386087,0.50609934,0.50110865,0.5000976,29.0,40.0,11.0,33.25,3.375,32.0,44.0,79.0,35.0,66.5,12.5,79.0,63.546,91.224,27.678,75.0125,8.10575,72.64,1211.4,2128.0,916.6,1477.1425,325.42874,1211.4,4.0,14.0,10.0,10.75,3.375,14.0,4.0,5.0,1.0,4.25,0.375,4.0,120.0,175.0,55.0,136.75,19.125,120.0,1.33,2.01,0.68,1.8125,0.24125,2.01,1.0,2.0,1.0,1.75,0.375,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,10.0,8.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,10.75,3.375,14.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.25,1.875,4.0,11.07,23.195,12.125,20.06875,4.499375,23.005,0.0,0.383,0.383,0.1915,0.1915,0.383,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,217.25,11.625,225.0,1.75,1.0,8.0,0.0,0.0,0.109168515,0.01889948,0.0002372375,-5.8641505,-0.014588828,0.0,16.77,-0.4865211
3.0,0.61237246,0.5386087,0.50609934,0.50110865,0.5000976,29.0,66.0,37.0,40.25,12.875,33.0,31.0,84.0,53.0,65.75,18.25,84.0,63.546,162.5,98.954,93.9723,34.26385,74.9216,1090.0,1685.0,595.0,1305.6925,215.6925,1090.0,3.0,15.0,12.0,11.0,4.0,15.0,4.0,6.0,2.0,4.5,0.75,4.0,119.0,192.0,73.0,140.5,25.75,119.0,1.22,2.18,0.96,1.87,0.325,2.18,1.0,2.0,1.0,1.75,0.375,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,10.0,10.0,2.5,3.75,0.0,11.0,15.0,4.0,13.25,1.75,15.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,1.0,4.0,3.0,2.75,0.875,3.0,11.07,31.24,20.17,21.665,5.2975,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,187.75,21.75,166.0,1.75,1.5,7.5,2.5,0.0,0.20578414,0.0349722,-0.0006236,-5.2304535,-0.057313327,0.0,18.7644,-0.82512844
2.0,0.70710677,0.62996054,0.57434916,0.55204475,0.5358867,47.0,67.0,20.0,57.0,10.0,47.0,33.0,65.0,32.0,49.0,16.0,33.0,107.8682,164.93031,57.06212,136.39926,28.53106,107.8682,1234.93,1747.0,512.07,1490.965,256.035,1234.93,3.0,11.0,8.0,7.0,4.0,3.0,5.0,6.0,1.0,5.5,0.5,5.0,145.0,192.0,47.0,168.5,23.5,145.0,1.23,1.93,0.7,1.58,0.35,1.23,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,11.0,11.0,5.5,5.5,0.0,11.0,13.0,2.0,12.0,1.0,11.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,1.0,3.0,2.0,2.0,1.0,1.0,16.33,30.733334,14.403334,23.531666,7.201667,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0,1.5,0.0,5.0,5.5,0.0,0.11529409,0.028823523,-0.0006192,-4.041815,0.00086028,0.0,23.4072,-0.3425314
3.0,0.57735026,0.48074985,0.41524366,0.38997695,0.37204105,32.0,68.0,36.0,49.0,12.666667,32.0,35.0,79.0,44.0,59.666668,16.444445,35.0,72.64,167.259,94.619,115.9224,34.2244,72.64,1211.4,1770.0,558.6,1405.4434,243.03778,1211.4,3.0,14.0,11.0,9.333333,4.2222223,3.0,4.0,6.0,2.0,5.0,0.6666667,4.0,120.0,189.0,69.0,151.33333,25.11111,120.0,1.24,2.01,0.77,1.7266667,0.32444444,1.24,1.0,2.0,1.0,1.6666666,0.44444445,1.0,0.0,2.0,2.0,0.6666667,0.8888889,0.0,0.0,10.0,10.0,6.6666665,4.4444447,0.0,0.0,12.0,12.0,4.0,5.3333335,0.0,11.0,14.0,3.0,13.0,1.3333334,11.0,0.0,1.0,1.0,0.33333334,0.44444445,0.0,0.0,4.0,4.0,1.3333334,1.7777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666667,0.8888889,0.0,1.0,4.0,3.0,2.3333333,1.1111112,1.0,16.33,30.585,14.255,23.306667,4.8522224,16.33,0.0,0.383,0.383,0.12766667,0.17022222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66667,13.777778,194.0,1.6666666,0.6666667,6.6666665,4.0,1.0,0.1377629,0.02795289,1.8488889e-05,-4.650283,-0.07742742,0.0,20.443,-0.6473477
2.0,0.70710677,0.62996054,0.57434916,0.55204475,0.5358867,32.0,66.0,34.0,49.0,17.0,32.0,31.0,79.0,48.0,55.0,24.0,31.0,72.64,162.5,89.86,117.57,44.93,72.64,1211.4,1685.0,473.6,1448.2,236.8,1211.4,3.0,14.0,11.0,8.5,5.5,3.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,192.0,72.0,156.0,36.0,120.0,1.22,2.01,0.79,1.615,0.395,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,12.0,14.0,2.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,23.005,31.24,8.235,27.1225,4.1175,23.005,0.0,0.383,0.383,0.1915,0.1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0,2.0,1.0,5.0,5.0,0.0,0.1444622,0.03611555,-0.00131175,-5.48456,-0.07957176,0.0,22.7172,-0.871962
3.0,0.6,0.5142563,0.46090633,0.44188184,0.4287303,14.0,64.0,50.0,28.8,14.08,14.0,27.0,78.0,51.0,58.6,15.52,55.0,28.0855,157.25,129.1645,65.0222,36.89112,28.0855,1586.0,1811.0,225.0,1716.4,75.68,1687.0,3.0,14.0,11.0,9.4,3.68,8.0,3.0,6.0,3.0,4.0,0.8,3.0,111.0,196.0,85.0,136.4,23.84,111.0,1.2,1.9,0.7,1.732,0.2128,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8,0.96,0.0,0.0,6.0,6.0,2.6,2.72,0.0,0.0,7.0,7.0,1.4,2.24,0.0,4.0,10.0,6.0,6.8,2.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.92,0.0,0.0,9.0,9.0,3.4,2.72,0.0,0.0,7.0,7.0,1.4,2.24,0.0,4.0,16.0,12.0,6.4,3.84,4.0,10.73,32.05,21.32,18.878,6.5184,10.73,0.0,0.773,0.773,0.3092,0.37104,0.0,0.0,2.1106627,2.1106627,0.8442651,1.0131181,0.0,194.0,229.0,35.0,221.2,10.88,227.0,2.0,0.8,2.6,1.4,0.0,0.11529409,0.016976293,0.0115265,-7.095519,-0.0745662,0.0,15.0619,-0.67138857
3.0,0.6,0.5142563,0.46090633,0.44188184,0.4287303,25.0,63.0,38.0,35.8,10.88,25.0,25.0,84.0,59.0,59.4,19.68,52.0,54.938046,151.964,97.025955,82.336655,27.850937,54.938046,1090.0,1519.0,429.0,1262.6,205.12,1090.0,3.0,15.0,12.0,9.4,4.48,7.0,4.0,6.0,2.0,4.4,0.64,4.0,119.0,198.0,79.0,142.8,22.08,119.0,1.185,2.18,0.995,1.729,0.3608,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,10.0,10.0,6.0,3.2,5.0,0.0,7.0,7.0,1.4,2.24,0.0,7.0,15.0,8.0,10.6,3.52,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,7.0,7.0,1.4,2.24,0.0,3.0,7.0,4.0,4.6,1.28,3.0,10.487586,36.46,25.972414,20.357035,7.895559,10.487586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003101207,0.0003101207,0.00012404828,0.00014885793,0.0,166.0,229.0,63.0,199.0,26.4,166.0,2.0,1.2,6.0,1.4,1.0,0.2134508,0.034602698,1.0695246,-6.3931947,0.053191543,0.0,19.857,-0.5441511
